freq,indic_sb,nace_r2,currency,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 
A,V13310,HTC,MIO_EUR,EE	322 	: @C	332 	382 	405 	464 	503 
A,V13310,HTC,MIO_EUR,EL	3004 	3126 	: @C	2288 	2171 	2232 	1954 
A,V13310,HTC,MIO_EUR,ES	19778 	19964 	20550 	22924 	20227 	20002 	20533 
A,V13310,HTC,MIO_EUR,EU27_2007	334836 	317026 e	: @C	338131 e	: 	: 	: 
A,V13310,HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13310,HTC,MIO_EUR,EU28	: 	: 	: 	338341 e	350244 e	355399 e	: 
A,V13310,HTC,MIO_EUR,FI	: @C	: @C	6502 	: @C	: @C	: b	6604 
A,V13310,HTC,MIO_EUR,FR	: @C	53748 	55899 	58328 	59680 	60984 	64220 
A,V13310,HTC,MIO_EUR,HR	: @C	: @C	: @C	854 	806 	878 	916 
A,V13310,HTC,MIO_EUR,HU	3019 	2708 	2793 	2942 	3009 	3031 	3178 
A,V13310,HTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V13310,HTC,MIO_EUR,IT	29987 	30221 	30698 	30584 	30814 	30664 	30311 
A,V13310,HTC,MIO_EUR,LT	298 	291 	302 	351 	384 	428 	475 
A,V13310,HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13310,HTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13310,HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13310,HTC,MIO_EUR,NL	: @C	15489 	15778 	16265 	16562 	16809 	17705 
A,V13310,HTC,MIO_EUR,NO	: @C	: @C	: @C	: @C	: @C	8153 	: @C
A,V13310,HTC,MIO_EUR,PL	: @C	3984 	4547 	4690 	4942 	5137 	5566 
A,V13310,HTC,MIO_EUR,PT	2389 	2542 	2614 	2586 	2491 	2695 b	2614 
A,V13310,HTC,MIO_EUR,RO	2041 p	1692 p	1769 	1963 	1962 	2183 	2430 
A,V13310,HTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	16648 	: @C	: @C
A,V13310,HTC,MIO_EUR,SI	986 	1017 	1017 	1028 	1075 	1105 	1139 
A,V13310,HTC,MIO_EUR,SK	1049 	: @C	1124 b	1327 	1346 	1372 	1384 
A,V13310,HTC,MIO_EUR,TR	: 	3493 	: 	: 	: 	: 	: 
A,V13310,HTC,MIO_EUR,UK	66531 	55067 	58575 	58932 	64640 	64716 	73107 
A,V13310,KIS_HTC,MIO_EUR,AT	4504 	4435 	4604 	5148 	5313 	5683 	5916 
A,V13310,KIS_HTC,MIO_EUR,BE	: @C	7175 	6964 	7012 	7417 	7529 	7779 
A,V13310,KIS_HTC,MIO_EUR,BG	476 	554 	598 	695 	786 	897 	989 
A,V13310,KIS_HTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V13310,KIS_HTC,MIO_EUR,CY	250 	270 	292 	310 	292 	276 	276 
A,V13310,KIS_HTC,MIO_EUR,CZ	2336 p	2344 	2517 	2737 	2744 	2702 	2692 
A,V13310,KIS_HTC,MIO_EUR,DE	46977 	47533 	45250 	49169 	52169 	56829 	62340 
A,V13310,KIS_HTC,MIO_EUR,DK	5936 	5854 	5956 	6138 	5962 	6342 	6298 
A,V13310,KIS_HTC,MIO_EUR,EE	247 	: @C	259 	299 	317 	367 	398 
A,V13310,KIS_HTC,MIO_EUR,EL	2668 	2782 	2564 	2006 	1888 	1853 	1664 
A,V13310,KIS_HTC,MIO_EUR,ES	16007 	16432 	16855 	19625 	17004 	16797 	17413 
A,V13310,KIS_HTC,MIO_EUR,EU27_2007	245418 	235667 e	: @C	256048 e	: 	: 	: 
A,V13310,KIS_HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13310,KIS_HTC,MIO_EUR,EU28	: 	: 	: 	256155 e	264789 e	267529 e	: 
A,V13310,KIS_HTC,MIO_EUR,FI	: @C	: @C	3950 	: @C	: @C	: b	4484 
A,V13310,KIS_HTC,MIO_EUR,FR	: @C	39769 	41674 	43800 	44960 	45731 	48289 
A,V13310,KIS_HTC,MIO_EUR,HR	: @C	: @C	: @C	665 	641 	648 	682 
A,V13310,KIS_HTC,MIO_EUR,HU	1708 	1613 	1566 	1616 	1737 	1866 	2031 
A,V13310,KIS_HTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V13310,KIS_HTC,MIO_EUR,IT	20481 	21346 	21709 	21214 	21682 	21660 	21789 
A,V13310,KIS_HTC,MIO_EUR,LT	240 	246 	252 	298 	332 	373 	415 
A,V13310,KIS_HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13310,KIS_HTC,MIO_EUR,LV	236 	230 	202 	226 	294 	336 	379 
A,V13310,KIS_HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13310,KIS_HTC,MIO_EUR,NL	12796 	12929 	13008 	13591 	13933 	14165 	14908 
A,V13310,KIS_HTC,MIO_EUR,NO	5085 	4962 	5610 	6330 	7067 	7118 	6974 
A,V13310,KIS_HTC,MIO_EUR,PL	: @C	2944 	3329 	3575 	3819 	4067 	4398 
A,V13310,KIS_HTC,MIO_EUR,PT	1943 	2108 	2187 	2170 	2094 	2303 b	2206 
A,V13310,KIS_HTC,MIO_EUR,RO	1741 p	1434 p	1480 	1628 	1640 	1818 	2022 
A,V13310,KIS_HTC,MIO_EUR,SE	: @C	8819 	9891 	11252 	11993 	: @C	12324 
A,V13310,KIS_HTC,MIO_EUR,SI	570 	581 	598 	609 	633 	647 	655 
A,V13310,KIS_HTC,MIO_EUR,SK	783 	712 	835 b	1057 	1077 	1107 	1113 
A,V13310,KIS_HTC,MIO_EUR,TR	: 	2426 	: 	: 	: 	: 	: 
A,V13310,KIS_HTC,MIO_EUR,UK	57197 	47408 	51173 	51629 	57070 	56587 	64411 
A,V13310,KIS_MKT_OTH,MIO_EUR,AT	9685 	9480 	9732 	10466 	11106 	11727 	11926 
A,V13310,KIS_MKT_OTH,MIO_EUR,BE	12589 	: @C	: @C	: @C	15349 	15879 	16289 
A,V13310,KIS_MKT_OTH,MIO_EUR,BG	606 	668 	665 	733 	795 	845 	905 
A,V13310,KIS_MKT_OTH,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V13310,KIS_MKT_OTH,MIO_EUR,CY	: @C	: @C	: @C	765 	745 	689 	712 
A,V13310,KIS_MKT_OTH,MIO_EUR,CZ	3828 p	3459 	3723 	3857 	3858 	3758 	3748 
A,V13310,KIS_MKT_OTH,MIO_EUR,DE	78976 	78489 	89073 	98743 	101538 	107176 	117668 
A,V13310,KIS_MKT_OTH,MIO_EUR,DK	10076 	: @C	9564 	9922 	10557 	11029 	11322 
A,V13310,KIS_MKT_OTH,MIO_EUR,EE	: @C	: @C	: @C	: @C	523 	544 	571 
A,V13310,KIS_MKT_OTH,MIO_EUR,EL	4608 	4654 	4368 	4103 	3693 	3254 	3144 
A,V13310,KIS_MKT_OTH,MIO_EUR,ES	33251 	31413 	31178 	31042 	29950 	29182 	32433 
A,V13310,KIS_MKT_OTH,MIO_EUR,EU27_2007	472497 	: @C	468198 e	492804 e	: 	: 	: 
A,V13310,KIS_MKT_OTH,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13310,KIS_MKT_OTH,MIO_EUR,EU28	: 	: 	: 	494045 e	511109 e	: @C	: 
A,V13310,KIS_MKT_OTH,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: b	: @C
A,V13310,KIS_MKT_OTH,MIO_EUR,FR	: @C	: @C	102927 	108223 	110571 	: @C	102620 
A,V13310,KIS_MKT_OTH,MIO_EUR,HR	: @C	: @C	: @C	1268 	: @C	: @C	: @C
A,V13310,KIS_MKT_OTH,MIO_EUR,HU	2662 	2239 	2368 	2517 	2469 	2513 	2597 
A,V13310,KIS_MKT_OTH,MIO_EUR,IE	6580 	5851 	5372 	5567 	6114 	: 	: 
A,V13310,KIS_MKT_OTH,MIO_EUR,IT	28605 	25991 	28356 	28857 	27755 	28367 	29584 
A,V13310,KIS_MKT_OTH,MIO_EUR,LT	575 	490 	458 	523 	573 	626 	674 
A,V13310,KIS_MKT_OTH,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13310,KIS_MKT_OTH,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13310,KIS_MKT_OTH,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13310,KIS_MKT_OTH,MIO_EUR,NL	32542 	32285 	32324 	33318 	32999 	34039 	34263 
A,V13310,KIS_MKT_OTH,MIO_EUR,NO	: 	11033 	12435 	13985 	15846 	17315 	16491 
A,V13310,KIS_MKT_OTH,MIO_EUR,PL	: @C	: @C	: @C	: @C	6492 	6684 	7466 
A,V13310,KIS_MKT_OTH,MIO_EUR,PT	4976 	5024 	5376 	5298 	4972 	4978 b	5262 
A,V13310,KIS_MKT_OTH,MIO_EUR,RO	1762 p	1723 p	1708 	1940 	1947 	2118 	: @C
A,V13310,KIS_MKT_OTH,MIO_EUR,SE	: @C	: @C	: @C	: @C	: @C	: @C	20245 
A,V13310,KIS_MKT_OTH,MIO_EUR,SI	966 	986 	1034 	1087 	: @C	994 	1069 
A,V13310,KIS_MKT_OTH,MIO_EUR,SK	1070 	: @C	1309 b	: @C	1380 	1398 	1553 
A,V13310,KIS_MKT_OTH,MIO_EUR,TR	: 	4129 	: 	: 	: 	: 	: 
A,V13310,KIS_MKT_OTH,MIO_EUR,UK	108415 	89581 	93844 	94655 	104843 	105939 	117879 
A,V13310,LKIS_MKT,MIO_EUR,AT	33184 	33611 	34266 	35717 	37522 	38942 	39226 
A,V13310,LKIS_MKT,MIO_EUR,BE	33488 	33812 	: @C	: @C	40153 	40539 	41145 
A,V13310,LKIS_MKT,MIO_EUR,BG	2423 	2706 	2739 	2959 	3135 	3305 	3544 
A,V13310,LKIS_MKT,MIO_EUR,CH	: 	49988 	55305 b	63279 	65852 	65285 	67740 
A,V13310,LKIS_MKT,MIO_EUR,CY	2351 	2396 	2444 	2452 	2392 	2148 	2154 
A,V13310,LKIS_MKT,MIO_EUR,CZ	13064 p	11862 	12597 	13218 	13057 	12580 	12188 
A,V13310,LKIS_MKT,MIO_EUR,DE	210991 	239475 	244481 	262893 	267278 	268362 	284228 
A,V13310,LKIS_MKT,MIO_EUR,DK	27718 	26533 	26309 	27017 	27622 	28197 	28999 
A,V13310,LKIS_MKT,MIO_EUR,EE	1962 	1613 	1544 	1665 	1843 	1976 	2159 
A,V13310,LKIS_MKT,MIO_EUR,EL	18358 	19490 	18331 	16942 	14816 	12864 	13482 
A,V13310,LKIS_MKT,MIO_EUR,ES	129054 	123912 	122831 	123106 	120760 	117260 	118217 
A,V13310,LKIS_MKT,MIO_EUR,EU27_2007	1228813 	1218812 e	1250554 e	: @C	: 	: 	: 
A,V13310,LKIS_MKT,MIO_EUR,EU28	: 	: 	: 	: @C	1342112 e	1343860 e	: 
A,V13310,LKIS_MKT,MIO_EUR,FI	: 	: 	: 	: @C	: 	19320 b	: 
A,V13310,LKIS_MKT,MIO_EUR,FR	: 	221136 	229404 	238639 	243784 	243604 	241022 
A,V13310,LKIS_MKT,MIO_EUR,HR	: @C	: @C	: @C	4124 	4072 	4098 	4457 
A,V13310,LKIS_MKT,MIO_EUR,HU	9807 	8380 	8383 	8616 	8681 	8765 	8885 
A,V13310,LKIS_MKT,MIO_EUR,IE	18729 	17146 	15872 	15635 	16008 	: 	: 
A,V13310,LKIS_MKT,MIO_EUR,IT	120046 	121014 	124624 	126551 	127806 	127689 	127783 
A,V13310,LKIS_MKT,MIO_EUR,LT	3257 	2602 	2364 	2585 	2797 	3144 	3381 
A,V13310,LKIS_MKT,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: b	: @C
A,V13310,LKIS_MKT,MIO_EUR,LV	2585 	1905 	1702 	1823 	2063 	2190 	2399 
A,V13310,LKIS_MKT,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	765 	788 
A,V13310,LKIS_MKT,MIO_EUR,NL	60472 	62298 	63853 	66935 	68117 	68668 	: @C
A,V13310,LKIS_MKT,MIO_EUR,NO	26208 	24777 	27670 	29715 	32313 	32306 	31052 
A,V13310,LKIS_MKT,MIO_EUR,PL	25374 	21082 	23555 	24033 	24930 	24993 	26653 
A,V13310,LKIS_MKT,MIO_EUR,PT	18801 	18528 	18751 	18363 	17064 	16246 b	16694 
A,V13310,LKIS_MKT,MIO_EUR,RO	8042 p	6916 p	6756 	7055 	7267 	7622 	8384 
A,V13310,LKIS_MKT,MIO_EUR,SE	39443 	35513 	41024 	45997 	49264 	51311 	50810 
A,V13310,LKIS_MKT,MIO_EUR,SI	3579 	3553 	3585 	3436 	: @C	3317 	3394 
A,V13310,LKIS_MKT,MIO_EUR,SK	3909 	4243 	5158 b	5435 	5313 	5272 	4961 
A,V13310,LKIS_MKT,MIO_EUR,TR	: 	19151 	: 	: 	: 	: 	: 
A,V13310,LKIS_MKT,MIO_EUR,UK	200686 	177225 	183552 	191312 	209449 	209870 	229793 
A,V13320,C,MIO_EUR,AT	22795 	21824 	22093 	23277 	24497 	25106 	25686 
A,V13320,C,MIO_EUR,BE	21189 	20553 	20404 	20896 	21264 	21708 	21628 
A,V13320,C,MIO_EUR,BG	1854 	1752 	1742 	1865 	1958 	2078 	2274 
A,V13320,C,MIO_EUR,CH	: 	34399 	37321 b	43700 	44561 	44557 	45176 
A,V13320,C,MIO_EUR,CY	633 	638 	640 	617 	561 	476 	446 
A,V13320,C,MIO_EUR,CZ	13044 p	11123 	11709 	12682 	12802 	12389 	12246 
A,V13320,C,MIO_EUR,DE	268300 	249901 	264644 	279887 	290555 	300306 	311009 
A,V13320,C,MIO_EUR,DK	17716 	16053 	15401 	15552 	15660 	15659 	16310 
A,V13320,C,MIO_EUR,EE	1065 	835 	838 	946 	1035 	1132 	1241 
A,V13320,C,MIO_EUR,EL	6606 	6923 	6644 	5889 	5402 	4753 	4519 
A,V13320,C,MIO_EUR,ES	60912 	54391 	53348 	51843 	48980 	47167 	46476 
A,V13320,C,MIO_EUR,EU27_2007	836297 	764000 e	785000 e	809000 e	: 	: 	: 
A,V13320,C,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13320,C,MIO_EUR,EU28	: 	: 	: 	812000 e	830000 e	840000 e	857048 p
A,V13320,C,MIO_EUR,FI	15037 	13542 	13491 	13960 	14149 	13658 b	13440 
A,V13320,C,MIO_EUR,FR	: 	103140 	102948 	103467 	104492 	105985 	108176 
A,V13320,C,MIO_EUR,HR	3152 	2814 	2711 	2589 	2521 	2449 	2479 
A,V13320,C,MIO_EUR,HU	7072 	5761 	6147 	6654 	6750 	6741 	6965 
A,V13320,C,MIO_EUR,IE	7641 	6863 	6566 	6658 	6568 	6492 p	: 
A,V13320,C,MIO_EUR,IT	97841 	90678 	92121 	94176 	92945 	92213 	92549 
A,V13320,C,MIO_EUR,LT	1497 	1107 	1050 	1151 	1233 	1345 	1490 
A,V13320,C,MIO_EUR,LU	1530 	1432 	1492 	1577 	1604 	1600 	1626 
A,V13320,C,MIO_EUR,LV	902 	628 	605 	678 	770 	814 	863 
A,V13320,C,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C,MIO_EUR,NL	27435 	26574 	26915 	27836 	28084 	27782 	28577 
A,V13320,C,MIO_EUR,NO	13050 	11257 	12316 	12934 	14374 	14407 	13970 
A,V13320,C,MIO_EUR,PL	22333 	17432 	19595 	20497 	20885 	21477 	23137 
A,V13320,C,MIO_EUR,PT	8961 	8431 	8470 	8391 	7925 	7925 b	8215 
A,V13320,C,MIO_EUR,RO	6232 	5063 p	5113 	5619 	5666 	6066 	6579 
A,V13320,C,MIO_EUR,SE	23488 	19601 	21906 	24215 	25459 	25356 	24369 
A,V13320,C,MIO_EUR,SI	3761 	3347 	3409 	3472 	3502 	3496 	3630 
A,V13320,C,MIO_EUR,SK	3851 	3502 	3868 b	4157 	4375 	4441 	4805 
A,V13320,C,MIO_EUR,TR	: 	16596 	: 	: 	: 	: 	: 
A,V13320,C,MIO_EUR,UK	87426 	72994 	73678 	73453 	79853 	78634 	84982 
A,V13320,C_HTC,MIO_EUR,AT	1523 	1538 	1389 	1458 	1598 	1690 	1787 
A,V13320,C_HTC,MIO_EUR,BE	: @C	2116 	: @C	: @C	1903 	2178 	2213 
A,V13320,C_HTC,MIO_EUR,BG	: @C	: @C	: @C	: @C	: @C	103 	: @C
A,V13320,C_HTC,MIO_EUR,CH	: 	9062 	10075 b	11900 	12311 	12379 	12915 
A,V13320,C_HTC,MIO_EUR,CY	23 	26 	: @C	: @C	: @C	: @C	: @C
A,V13320,C_HTC,MIO_EUR,CZ	673 p	583 	544 	594 	676 	622 	605 
A,V13320,C_HTC,MIO_EUR,DE	21872 	19004 	19871 	20917 	21449 	22563 	23198 
A,V13320,C_HTC,MIO_EUR,DK	2211 	2360 	2457 	2552 	2648 	2756 	3042 
A,V13320,C_HTC,MIO_EUR,EE	56 	51 	55 	62 	65 	71 	78 
A,V13320,C_HTC,MIO_EUR,EL	262 	268 	: @C	219 	219 	293 	226 
A,V13320,C_HTC,MIO_EUR,ES	2957 	2765 	2919 	2584 	2528 	2490 	2417 
A,V13320,C_HTC,MIO_EUR,EU27_2007	68994 	62798 	64293 	64537 e	: 	: 	: 
A,V13320,C_HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13320,C_HTC,MIO_EUR,EU28	: 	: 	: 	64623 e	66237 	68132 	70193 p
A,V13320,C_HTC,MIO_EUR,FI	: @C	: @C	2110 	2028 	2100 	: b	1743 
A,V13320,C_HTC,MIO_EUR,FR	: 	9629 	9748 	9939 	9925 	10369 	10768 
A,V13320,C_HTC,MIO_EUR,HR	: @C	: @C	: @C	159 	141 	198 	200 
A,V13320,C_HTC,MIO_EUR,HU	1015 	856 	979 	1055 	1008 	920 	909 
A,V13320,C_HTC,MIO_EUR,IE	1785 	1831 	1676 	1602 	1583 	1558 p	: 
A,V13320,C_HTC,MIO_EUR,IT	6733 	6279 	6396 	6637 	6543 	6373 	6040 
A,V13320,C_HTC,MIO_EUR,LT	44 	34 	38 	41 	40 	42 	46 
A,V13320,C_HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_HTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_HTC,MIO_EUR,NL	: @C	2110 	2274 	2179 	2153 	2091 	2255 
A,V13320,C_HTC,MIO_EUR,NO	: @C	: @C	: @C	: @C	: @C	814 	: @C
A,V13320,C_HTC,MIO_EUR,PL	1081 	858 	1006 	927 	922 	890 	973 
A,V13320,C_HTC,MIO_EUR,PT	332 	321 	315 	310 	305 	301 b	316 
A,V13320,C_HTC,MIO_EUR,RO	237 	203 p	227 	265 	254 	288 	324 
A,V13320,C_HTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	3093 	3032 	: @C
A,V13320,C_HTC,MIO_EUR,SI	360 	377 	356 	357 	377 	391 	413 
A,V13320,C_HTC,MIO_EUR,SK	203 	: @C	221 b	207 	205 	201 	205 
A,V13320,C_HTC,MIO_EUR,TR	: 	944 	: 	: 	: 	: 	: 
A,V13320,C_HTC,MIO_EUR,UK	7829 	6372 	6204 	6109 	6215 	6773 	7080 
A,V13320,C_HTC_M,MIO_EUR,AT	7816 	7246 	7423 	8031 	8546 	8772 	8905 
A,V13320,C_HTC_M,MIO_EUR,BE	: @C	: @C	6481 	6915 	6929 	7019 	7048 
A,V13320,C_HTC_M,MIO_EUR,BG	352 	: @C	335 	378 	414 	439 	499 
A,V13320,C_HTC_M,MIO_EUR,CH	: 	9727 	: @C	: @C	12235 	11932 	11987 
A,V13320,C_HTC_M,MIO_EUR,CY	40 	41 	: @C	: @C	: @C	: @C	: @C
A,V13320,C_HTC_M,MIO_EUR,CZ	4954 p	4189 	4500 	5059 	5105 	5063 	5072 
A,V13320,C_HTC_M,MIO_EUR,DE	131368 	122642 	130547 	139027 	146315 	151932 	158315 
A,V13320,C_HTC_M,MIO_EUR,DK	5423 	4856 	4655 	4717 	4671 	4526 	4742 
A,V13320,C_HTC_M,MIO_EUR,EE	186 	138 	139 	169 	188 	203 	216 
A,V13320,C_HTC_M,MIO_EUR,EL	1135 	1070 	: @C	866 	794 	683 	660 
A,V13320,C_HTC_M,MIO_EUR,ES	16588 	15181 	14877 	14778 	14349 	14148 	14294 
A,V13320,C_HTC_M,MIO_EUR,EU27_2007	302334 	276700 e	288234 e	: @C	: 	: 	: 
A,V13320,C_HTC_M,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13320,C_HTC_M,MIO_EUR,EU28	: 	: 	: 	: @C	316312 e	321277 e	331533 p
A,V13320,C_HTC_M,MIO_EUR,FI	4177 	3750 	3710 	: @C	: @C	: b	: @C
A,V13320,C_HTC_M,MIO_EUR,FR	: 	32758 	32103 	32309 	33488 	33939 	34589 
A,V13320,C_HTC_M,MIO_EUR,HR	599 	541 	500 	: @C	498 	462 	473 
A,V13320,C_HTC_M,MIO_EUR,HU	2274 	1748 	1934 	2203 	2259 	2319 	2489 
A,V13320,C_HTC_M,MIO_EUR,IE	1321 	990 	: @C	: @C	: @C	: @C	: 
A,V13320,C_HTC_M,MIO_EUR,IT	30425 	27573 	29060 	30022 	29846 	30217 	31074 
A,V13320,C_HTC_M,MIO_EUR,LT	215 	154 	137 	143 	167 	186 	211 
A,V13320,C_HTC_M,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_HTC_M,MIO_EUR,LV	118 	75 	77 	: @C	: @C	110 	117 
A,V13320,C_HTC_M,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_HTC_M,MIO_EUR,NL	: @C	8255 	8121 	8757 	9016 	9016 	9275 
A,V13320,C_HTC_M,MIO_EUR,NO	4320 	3645 	3927 	4128 	4829 	4999 	: @C
A,V13320,C_HTC_M,MIO_EUR,PL	5966 	4566 	5111 	5405 	5582 	5813 	6228 
A,V13320,C_HTC_M,MIO_EUR,PT	1645 	1433 	1446 	1487 	1406 	1401 b	1456 
A,V13320,C_HTC_M,MIO_EUR,RO	1775 	1504 p	1609 	1809 	1864 	2103 	2238 
A,V13320,C_HTC_M,MIO_EUR,SE	8405 	6899 	7721 	8658 	9020 	9182 	8930 
A,V13320,C_HTC_M,MIO_EUR,SI	1117 	: @C	: @C	: @C	1080 	1056 	: @C
A,V13320,C_HTC_M,MIO_EUR,SK	1355 	1183 	1340 b	1556 	1726 	1830 	1945 
A,V13320,C_HTC_M,MIO_EUR,TR	: 	4227 	: 	: 	: 	: 	: 
A,V13320,C_HTC_M,MIO_EUR,UK	26094 	22790 	23344 	23275 	25433 	25570 	27723 
A,V13320,C_LTC,MIO_EUR,AT	: @C	: @C	: @C	: @C	6429 	6501 	6668 
A,V13320,C_LTC,MIO_EUR,BE	: @C	: @C	: @C	: @C	5652 	5727 	5716 
A,V13320,C_LTC,MIO_EUR,BG	815 	: @C	814 	864 	890 	947 	1004 
A,V13320,C_LTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,CY	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,CZ	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,DE	47742 	45595 	48277 	49440 	50141 	50791 	51728 
A,V13320,C_LTC,MIO_EUR,DK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,EE	512 	407 	410 	444 	483 	525 	583 
A,V13320,C_LTC,MIO_EUR,EL	2867 	3163 	: @C	: @C	2554 	2169 	2115 
A,V13320,C_LTC,MIO_EUR,ES	20087 	18334 	18030 	17453 	16375 	15804 	15292 
A,V13320,C_LTC,MIO_EUR,EU27_2007	223657 	207048 e	210006 e	: @C	: 	: 	: 
A,V13320,C_LTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13320,C_LTC,MIO_EUR,EU28	: 	: 	: 	213732 e	: @C	213057 e	217139 p
A,V13320,C_LTC,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: b	3966 
A,V13320,C_LTC,MIO_EUR,FR	: 	29276 	29538 	: @C	30022 	: @C	30612 
A,V13320,C_LTC,MIO_EUR,HR	: @C	: @C	: @C	: @C	1154 	: @C	: @C
A,V13320,C_LTC,MIO_EUR,HU	1794 	1511 	1556 	1592 	1638 	1653 	1677 
A,V13320,C_LTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: @C	: 
A,V13320,C_LTC,MIO_EUR,IT	: @C	28746 	28373 	28537 	27995 	27904 	28049 
A,V13320,C_LTC,MIO_EUR,LT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,NL	: @C	8141 	8360 	8434 	8320 	8227 	8487 
A,V13320,C_LTC,MIO_EUR,NO	: @C	: @C	: @C	4213 	4494 	4348 	4116 
A,V13320,C_LTC,MIO_EUR,PL	7932 	6357 	7008 	7212 	7214 	7442 	7989 
A,V13320,C_LTC,MIO_EUR,PT	: @C	4074 	4084 	4037 	3798 	3812 b	3951 
A,V13320,C_LTC,MIO_EUR,RO	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,SI	1079 	945 	916 	882 	842 	809 	812 
A,V13320,C_LTC,MIO_EUR,SK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC,MIO_EUR,TR	: 	6910 	: 	: 	: 	: 	: 
A,V13320,C_LTC,MIO_EUR,UK	27615 	23259 	23552 	23112 	24675 	23762 	25866 
A,V13320,C_LTC_M,MIO_EUR,AT	: @C	: @C	: @C	: @C	7924 	8143 	8326 
A,V13320,C_LTC_M,MIO_EUR,BE	: @C	6255 	6173 	6674 	6781 	6784 	6651 
A,V13320,C_LTC_M,MIO_EUR,BG	: @C	: @C	: @C	: @C	: @C	589 	: @C
A,V13320,C_LTC_M,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC_M,MIO_EUR,CY	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC_M,MIO_EUR,CZ	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC_M,MIO_EUR,DE	67317 	62660 	65949 	70503 	72650 	75020 	77768 
A,V13320,C_LTC_M,MIO_EUR,DK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13320,C_LTC_M,MIO_EUR,EE	310 	239 	235 	272 	300 	333 	366 
A,V13320,C_LTC_M,MIO_EUR,EL	2343 	2422 	2250 	: @C	1835 	1609 	1517 
